location_key,date,country_code,country_name,population,gdp_usd,gdp_per_capita_usd,new_confirmed,new_deceased,new_recovered,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_vaccine_doses_administered,nurses_per_1000,physicians_per_1000,life_expectancy,human_development_index,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,population_male,population_female,population_rural,population_urban,population_density,population_largest_city,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,latitude,longitude,area_sq_km,area_rural_sq_km,area_urban_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,new_vaccine_doses_administered,mes_periodo,mes_periodo_dt
AR,2020-01-01,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,3,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.5,18.034722,33.347222,0.0,64.426444,0.0,2020-01,2020-01-01
AR,2020-01-02,AR,Argentina,44938712,449663446954.0,10006.0,14,0,0,17,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.6875,17.194444,29.819444,0.0,65.073967,0.0,2020-01,2020-01-01
AR,2020-01-03,AR,Argentina,44938712,449663446954.0,10006.0,3,0,0,20,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,25.194444,17.75,31.506944,0.0,59.669389,0.0,2020-01,2020-01-01
AR,2020-01-04,AR,Argentina,44938712,449663446954.0,10006.0,7,0,0,27,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,26.305556,17.895833,33.229167,0.0,53.485178,0.0,2020-01,2020-01-01
AR,2020-01-05,AR,Argentina,44938712,449663446954.0,10006.0,5,0,0,32,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,25.888889,18.0625,33.923611,2.1844,57.126165,0.0,2020-01,2020-01-01
AR,2020-01-06,AR,Argentina,44938712,449663446954.0,10006.0,9,0,0,41,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,20.666667,13.826389,33.034722,16.383,50.019322,0.0,2020-01,2020-01-01
AR,2020-01-07,AR,Argentina,44938712,449663446954.0,10006.0,4,0,0,45,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,22.847222,12.583333,31.118056,0.0,45.904142,0.0,2020-01,2020-01-01
AR,2020-01-08,AR,Argentina,44938712,449663446954.0,10006.0,3,0,0,48,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,27.090278,18.333333,34.534722,0.0,44.23177,0.0,2020-01,2020-01-01
AR,2020-01-09,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,48,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,24.145833,19.013889,35.284722,8.255,60.604603,0.0,2020-01,2020-01-01
AR,2020-01-10,AR,Argentina,44938712,449663446954.0,10006.0,1,0,0,49,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.743056,18.013889,29.513889,4.318,64.292409,0.0,2020-01,2020-01-01
AR,2020-01-11,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,49,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,24.534722,18.458333,31.131944,0.0,64.171583,0.0,2020-01,2020-01-01
AR,2020-01-12,AR,Argentina,44938712,449663446954.0,10006.0,1,0,0,50,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,24.430556,19.472222,32.215278,13.607143,73.11446,0.0,2020-01,2020-01-01
AR,2020-01-13,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,50,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,25.930556,19.666667,32.729167,2.63525,69.478533,0.0,2020-01,2020-01-01
AR,2020-01-14,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,50,0,0,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,27.548611,21.340278,33.548611,18.723429,73.122222,0.0,2020-01,2020-01-01
AR,2020-01-15,AR,Argentina,44938712,449663446954.0,10006.0,2,0,2,52,0,2,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.881944,19.083333,33.159722,22.06625,55.082372,0.0,2020-01,2020-01-01
AR,2020-01-16,AR,Argentina,44938712,449663446954.0,10006.0,0,0,11,52,0,13,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,20.722222,13.215278,27.138889,0.0,48.527922,0.0,2020-01,2020-01-01
AR,2020-01-17,AR,Argentina,44938712,449663446954.0,10006.0,2,0,2,54,0,15,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.013889,15.631944,29.041667,0.0,49.736265,0.0,2020-01,2020-01-01
AR,2020-01-18,AR,Argentina,44938712,449663446954.0,10006.0,1,0,6,55,0,21,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,24.881944,17.513889,31.368056,0.0,53.311924,0.0,2020-01,2020-01-01
AR,2020-01-19,AR,Argentina,44938712,449663446954.0,10006.0,10,0,4,65,0,25,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,27.777778,19.340278,34.604167,0.0,60.109516,0.0,2020-01,2020-01-01
AR,2020-01-20,AR,Argentina,44938712,449663446954.0,10006.0,1,0,7,66,0,32,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,28.881944,23.625,35.743056,0.846667,69.842784,0.0,2020-01,2020-01-01
AR,2020-01-21,AR,Argentina,44938712,449663446954.0,10006.0,0,0,3,66,0,35,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,24.666667,19.298611,34.597222,19.27225,74.374793,0.0,2020-01,2020-01-01
AR,2020-01-22,AR,Argentina,44938712,449663446954.0,10006.0,0,0,2,66,0,37,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,25.486111,17.923611,31.444444,0.0,66.150867,0.0,2020-01,2020-01-01
AR,2020-01-23,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,66,0,37,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,26.923611,19.555556,33.548611,0.0,60.974584,0.0,2020-01,2020-01-01
AR,2020-01-24,AR,Argentina,44938712,449663446954.0,10006.0,0,0,1,66,0,38,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,27.631944,20.298611,34.4375,0.0,55.536983,0.0,2020-01,2020-01-01
AR,2020-01-25,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,66,0,38,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,27.9375,19.444444,34.902778,0.0,44.610584,0.0,2020-01,2020-01-01
AR,2020-01-26,AR,Argentina,44938712,449663446954.0,10006.0,1,0,1,67,0,39,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,26.736111,17.805556,35.215278,0.435429,52.568599,0.0,2020-01,2020-01-01
AR,2020-01-27,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,67,0,39,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.270833,16.486111,34.034722,0.290286,53.050165,0.0,2020-01,2020-01-01
AR,2020-01-28,AR,Argentina,44938712,449663446954.0,10006.0,1,0,0,68,0,39,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,24.868056,16.222222,32.479167,0.0,51.88456,0.0,2020-01,2020-01-01
AR,2020-01-29,AR,Argentina,44938712,449663446954.0,10006.0,1,0,2,69,0,41,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,21.979167,17.3125,33.083333,11.65225,71.903144,0.0,2020-01,2020-01-01
AR,2020-01-30,AR,Argentina,44938712,449663446954.0,10006.0,3,0,0,72,0,41,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,20.97619,14.365079,27.97619,0.0,58.430517,0.0,2020-01,2020-01-01
AR,2020-01-31,AR,Argentina,44938712,449663446954.0,10006.0,1,0,2,73,0,43,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,24.740741,14.203704,32.324074,0.0,48.651348,0.0,2020-01,2020-01-01
AR,2020-02-01,AR,Argentina,44938712,449663446954.0,10006.0,0,0,1,73,0,44,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,26.506944,18.159722,34.027778,0.0,50.923043,0.0,2020-02,2020-02-01
AR,2020-02-02,AR,Argentina,44938712,449663446954.0,10006.0,2,0,9,75,0,53,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,27.215278,18.4375,34.743056,0.0,53.514699,0.0,2020-02,2020-02-01
AR,2020-02-03,AR,Argentina,44938712,449663446954.0,10006.0,0,0,4,75,0,57,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,28.979167,21.069444,36.041667,0.0,49.934527,0.0,2020-02,2020-02-01
AR,2020-02-04,AR,Argentina,44938712,449663446954.0,10006.0,1,0,1,76,0,58,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,28.1875,20.173611,36.381944,0.0,56.428433,0.0,2020-02,2020-02-01
AR,2020-02-05,AR,Argentina,44938712,449663446954.0,10006.0,0,0,1,76,0,59,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,21.993056,17.25,35.548611,60.3885,82.701688,0.0,2020-02,2020-02-01
AR,2020-02-06,AR,Argentina,44938712,449663446954.0,10006.0,0,0,1,76,0,60,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.0,17.659722,27.75,0.635,83.125773,0.0,2020-02,2020-02-01
AR,2020-02-07,AR,Argentina,44938712,449663446954.0,10006.0,0,0,2,76,0,62,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,22.993056,19.965278,27.944444,9.87425,86.425732,0.0,2020-02,2020-02-01
AR,2020-02-08,AR,Argentina,44938712,449663446954.0,10006.0,0,0,1,76,0,63,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.111111,19.444444,27.736111,3.374571,82.354415,0.0,2020-02,2020-02-01
AR,2020-02-09,AR,Argentina,44938712,449663446954.0,10006.0,0,1,0,76,1,63,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,21.118056,17.618056,27.854167,13.43025,79.035014,0.0,2020-02,2020-02-01
AR,2020-02-10,AR,Argentina,44938712,449663446954.0,10006.0,1,0,0,77,1,63,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,20.597222,15.416667,25.930556,0.1905,71.877219,0.0,2020-02,2020-02-01
AR,2020-02-11,AR,Argentina,44938712,449663446954.0,10006.0,1,0,1,78,1,64,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,21.75,15.569444,27.715278,0.0,66.593662,0.0,2020-02,2020-02-01
AR,2020-02-12,AR,Argentina,44938712,449663446954.0,10006.0,0,0,1,78,1,65,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.395833,16.222222,29.520833,0.0,60.494373,0.0,2020-02,2020-02-01
AR,2020-02-13,AR,Argentina,44938712,449663446954.0,10006.0,1,0,3,79,1,68,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.75,18.715278,30.694444,0.0,66.264096,0.0,2020-02,2020-02-01
AR,2020-02-14,AR,Argentina,44938712,449663446954.0,10006.0,0,0,1,79,1,69,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,23.847222,18.027778,29.847222,1.74625,69.03382,0.0,2020-02,2020-02-01
AR,2020-02-15,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,79,1,69,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,26.027778,18.354167,33.076389,0.0,66.152576,0.0,2020-02,2020-02-01
AR,2020-02-16,AR,Argentina,44938712,449663446954.0,10006.0,0,0,2,79,0,71,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,26.159722,20.6875,33.597222,19.981333,75.248612,0.0,2020-02,2020-02-01
AR,2020-02-17,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,79,1,71,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,24.263889,19.659722,31.0625,10.31875,81.395309,0.0,2020-02,2020-02-01
AR,2020-02-18,AR,Argentina,44938712,449663446954.0,10006.0,1,0,1,80,1,72,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,20.166667,11.6875,29.118056,8.09625,52.88085,0.0,2020-02,2020-02-01
AR,2020-02-19,AR,Argentina,44938712,449663446954.0,10006.0,1,0,0,81,1,72,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,21.75,12.965278,29.694444,0.0,57.43374,0.0,2020-02,2020-02-01
AR,2020-02-20,AR,Argentina,44938712,449663446954.0,10006.0,0,0,2,81,1,74,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,20.25,13.513889,29.25,0.0,56.562183,0.0,2020-02,2020-02-01
AR,2020-02-21,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,81,0,74,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,17.833333,12.284722,23.451389,0.036286,56.879077,0.0,2020-02,2020-02-01
AR,2020-02-22,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,81,0,74,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,17.840278,11.277778,23.666667,0.0,60.197947,0.0,2020-02,2020-02-01
AR,2020-02-23,AR,Argentina,44938712,449663446954.0,10006.0,0,0,0,81,0,74,0.0,2.5996,3.9901,76.52,0.825,21.8,5.9,8.8,147.086,79.483,26.6,15.8,19523766.0,20593330.0,3599141.0,41339571.0,16.515,15057273.0,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,-34.0,-64.0,2780400.0,2690269.0,55032.0,20.430556,13.013889,27.409722,0.0635,58.7918,0.0,2020-02,2020-02-01
